request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_147,741.53,not_affordable,not_recommended,none,,none,Requested 1129.7 on 2026-04-05; 90-day forecast keeps a minimum balance of 900. Amount safe to pay today before any spending changes: 741.53. No accepted payment method stays safe within the 90-day forecast.
request_148,13181.08,not_affordable,not_recommended,none,,none,Requested 22242 on 2024-06-07; 90-day forecast keeps a minimum balance of 20000. Amount safe to pay today before any spending changes: 13181.08. No accepted payment method stays safe within the 90-day forecast.
request_149,36652,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-04,none,Requested 36652 on 2025-11-04; 90-day forecast keeps a minimum balance of 42100. Amount safe to pay today before any spending changes: 36652. A supplied installment option stays within the safe balance throughout its schedule.
request_150,496.1,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-01-06,none,Requested 496.1 on 2026-01-06; 90-day forecast keeps a minimum balance of 700. Amount safe to pay today before any spending changes: 496.1. A supplied installment option stays within the safe balance throughout its schedule.
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,Requested 26999000 on 2024-09-03; 90-day forecast keeps a minimum balance of 31633600. Amount safe to pay today before any spending changes: 26999000. The full amount is safe to pay today.
request_152,13882,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-02-05,none,Requested 13882 on 2025-02-05; 90-day forecast keeps a minimum balance of 11900. Amount safe to pay today before any spending changes: 13882. A supplied installment option stays within the safe balance throughout its schedule.
request_153,503.6,not_affordable,not_recommended,none,,none,Requested 2830.8 on 2026-07-07; 90-day forecast keeps a minimum balance of 1400. Amount safe to pay today before any spending changes: 503.6. No accepted payment method stays safe within the 90-day forecast.
request_154,1625.8,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,Requested 1625.8 on 2024-12-04; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 1625.8. A supplied installment option stays within the safe balance throughout its schedule.
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,Requested 112500 on 2025-05-06; 90-day forecast keeps a minimum balance of 56300. Amount safe to pay today before any spending changes: 112500. The full amount is safe to pay today.
request_156,13588.3,not_affordable,not_recommended,none,,none,Requested 43076 on 2026-04-03; 90-day forecast keeps a minimum balance of 26900. Amount safe to pay today before any spending changes: 13588.3. No accepted payment method stays safe within the 90-day forecast.
request_157,10091850,not_affordable,not_recommended,none,,none,Requested 23503000 on 2024-03-05; 90-day forecast keeps a minimum balance of 15714100. Amount safe to pay today before any spending changes: 10091850. No accepted payment method stays safe within the 90-day forecast.
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,Requested 242600 on 2025-08-07; 90-day forecast keeps a minimum balance of 131400. Amount safe to pay today before any spending changes: 242600. A supplied installment option stays within the safe balance throughout its schedule.
request_159,13398,affordable_now,full_payment,2026-01-04:13398,2026-01-04,none,Requested 13398 on 2026-01-04; 90-day forecast keeps a minimum balance of 8700. Amount safe to pay today before any spending changes: 13398. The full amount is safe to pay today.
request_160,857.61,not_affordable,not_recommended,none,,none,Requested 1246.3 on 2024-06-06; 90-day forecast keeps a minimum balance of 1200. Amount safe to pay today before any spending changes: 857.61. No accepted payment method stays safe within the 90-day forecast.
request_161,17241550,not_affordable,not_recommended,none,,none,Requested 21204000 on 2025-11-03; 90-day forecast keeps a minimum balance of 23010400. Amount safe to pay today before any spending changes: 17241550. No accepted payment method stays safe within the 90-day forecast.
request_162,8601300,not_affordable,not_recommended,none,,none,Requested 83923000 on 2026-07-05; 90-day forecast keeps a minimum balance of 24161100. Amount safe to pay today before any spending changes: 8601300. No accepted payment method stays safe within the 90-day forecast.
request_163,19304000,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-07,none,Requested 19304000 on 2024-09-07; 90-day forecast keeps a minimum balance of 26728700. Amount safe to pay today before any spending changes: 19304000. A supplied installment option stays within the safe balance throughout its schedule.
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,Requested 27018000 on 2025-02-04; 90-day forecast keeps a minimum balance of 29550500. Amount safe to pay today before any spending changes: 27018000. A supplied installment option stays within the safe balance throughout its schedule.
request_165,80600,affordable_now,full_payment,2026-04-06:80600,2026-04-06,none,Requested 80600 on 2026-04-06; 90-day forecast keeps a minimum balance of 95000. Amount safe to pay today before any spending changes: 80600. The full amount is safe to pay today.
request_166,2907.6,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,Requested 2907.6 on 2024-12-03; 90-day forecast keeps a minimum balance of 1700. Amount safe to pay today before any spending changes: 2907.6. A supplied installment option stays within the safe balance throughout its schedule.
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,Requested 43802 on 2025-05-05; 90-day forecast keeps a minimum balance of 31200. Amount safe to pay today before any spending changes: 43802. The full amount is safe to pay today.
request_168,49380,not_affordable,not_recommended,none,2026-01-07,none,Requested 49380 on 2026-01-07; 90-day forecast keeps a minimum balance of 114400. Amount safe to pay today before any spending changes: 49380. No accepted payment method stays safe within the 90-day forecast.
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,Requested 41976 on 2024-03-04; 90-day forecast keeps a minimum balance of 18700. Amount safe to pay today before any spending changes: 41976. The full amount is safe to pay today.
request_170,36936000,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-06,none,Requested 36936000 on 2025-08-06; 90-day forecast keeps a minimum balance of 24715800. Amount safe to pay today before any spending changes: 36936000. A supplied installment option stays within the safe balance throughout its schedule.
request_171,310.65,not_affordable,not_recommended,none,,none,Requested 1878.8 on 2026-07-03; 90-day forecast keeps a minimum balance of 500. Amount safe to pay today before any spending changes: 310.65. No accepted payment method stays safe within the 90-day forecast.
request_172,10200,affordable_with_plan,installments,2024-06-05:5304|2024-07-03:5304,2024-06-05,none,Requested 10200 on 2024-06-05; 90-day forecast keeps a minimum balance of 27200. Amount safe to pay today before any spending changes: 10200. A supplied installment option stays within the safe balance throughout its schedule.
request_173,83190.53,not_affordable,not_recommended,none,,none,Requested 113000 on 2025-11-07; 90-day forecast keeps a minimum balance of 79100. Amount safe to pay today before any spending changes: 83190.53. No accepted payment method stays safe within the 90-day forecast.
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,Requested 1146.2 on 2026-04-04; 90-day forecast keeps a minimum balance of 700. Amount safe to pay today before any spending changes: 1146.2. A supplied installment option stays within the safe balance throughout its schedule.
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,Requested 2346.3 on 2024-09-06; 90-day forecast keeps a minimum balance of 1700. Amount safe to pay today before any spending changes: 2346.3. The full amount is safe to pay today.
request_176,686.95,not_affordable,not_recommended,none,,none,Requested 1239.7 on 2025-02-03; 90-day forecast keeps a minimum balance of 600. Amount safe to pay today before any spending changes: 686.95. No accepted payment method stays safe within the 90-day forecast.
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,Requested 1017.6 on 2026-01-05; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 1017.6. The full amount is safe to pay today.
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,Requested 2938.1 on 2024-12-07; 90-day forecast keeps a minimum balance of 1400. Amount safe to pay today before any spending changes: 2938.1. A supplied installment option stays within the safe balance throughout its schedule.
request_179,37957250,not_affordable,not_recommended,none,,none,Requested 41648000 on 2025-05-04; 90-day forecast keeps a minimum balance of 41430800. Amount safe to pay today before any spending changes: 37957250. No accepted payment method stays safe within the 90-day forecast.
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,Requested 66500 on 2026-07-06; 90-day forecast keeps a minimum balance of 37300. Amount safe to pay today before any spending changes: 66500. The full amount is safe to pay today.
request_181,1141,not_affordable,not_recommended,none,,none,Requested 5059.2 on 2024-03-03; 90-day forecast keeps a minimum balance of 2000. Amount safe to pay today before any spending changes: 1141. No accepted payment method stays safe within the 90-day forecast.
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Requested 65714 on 2025-08-05; 90-day forecast keeps a minimum balance of 31100. Amount safe to pay today before any spending changes: 65714. The full amount is safe to pay today.
request_183,26866000,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-07,none,Requested 26866000 on 2026-04-07; 90-day forecast keeps a minimum balance of 11878300. Amount safe to pay today before any spending changes: 26866000. A supplied installment option stays within the safe balance throughout its schedule.
request_184,47540,not_affordable,not_recommended,none,,none,Requested 251900 on 2024-06-04; 90-day forecast keeps a minimum balance of 110800. Amount safe to pay today before any spending changes: 47540. No accepted payment method stays safe within the 90-day forecast.
request_185,783.4,not_affordable,not_recommended,none,,none,Requested 1257.3 on 2025-11-06; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 783.4. No accepted payment method stays safe within the 90-day forecast.
request_186,22863.5,not_affordable,not_recommended,none,,none,Requested 26554 on 2026-01-03; 90-day forecast keeps a minimum balance of 22000. Amount safe to pay today before any spending changes: 22863.5. No accepted payment method stays safe within the 90-day forecast.
request_187,67435,not_affordable,not_recommended,none,,none,Requested 187500 on 2024-09-05; 90-day forecast keeps a minimum balance of 128300. Amount safe to pay today before any spending changes: 67435. No accepted payment method stays safe within the 90-day forecast.
request_188,585.3,not_affordable,not_recommended,none,,none,Requested 2464 on 2025-02-07; 90-day forecast keeps a minimum balance of 900. Amount safe to pay today before any spending changes: 585.3. No accepted payment method stays safe within the 90-day forecast.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Requested 488.4 on 2026-07-04; 90-day forecast keeps a minimum balance of 400. Amount safe to pay today before any spending changes: 488.4. The full amount is safe to pay today.
request_190,1555.8,affordable_later,wait,2024-12-15:2557.5,2024-12-15,none,Requested 2557.5 on 2024-12-06; 90-day forecast keeps a minimum balance of 1600. Amount safe to pay today before any spending changes: 1555.8. Full payment is not safe until 2024-12-15.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Requested 664.4 on 2025-05-03; 90-day forecast keeps a minimum balance of 500. Amount safe to pay today before any spending changes: 664.4. The full amount is safe to pay today.
request_192,384.8,not_affordable,not_recommended,none,,none,Requested 2046 on 2026-04-05; 90-day forecast keeps a minimum balance of 1000. Amount safe to pay today before any spending changes: 384.8. No accepted payment method stays safe within the 90-day forecast.
request_193,310.62,not_affordable,not_recommended,none,,none,Requested 1212.2 on 2024-03-07; 90-day forecast keeps a minimum balance of 1000. Amount safe to pay today before any spending changes: 310.62. No accepted payment method stays safe within the 90-day forecast.
request_194,95030,not_affordable,not_recommended,none,,none,Requested 132800 on 2025-08-04; 90-day forecast keeps a minimum balance of 113600. Amount safe to pay today before any spending changes: 95030. No accepted payment method stays safe within the 90-day forecast.
request_195,1170.4,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-06,none,Requested 1170.4 on 2026-01-06; 90-day forecast keeps a minimum balance of 700. Amount safe to pay today before any spending changes: 1170.4. A supplied installment option stays within the safe balance throughout its schedule.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Requested 762.3 on 2024-06-03; 90-day forecast keeps a minimum balance of 500. Amount safe to pay today before any spending changes: 762.3. The full amount is safe to pay today.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,Requested 50939000 on 2025-11-05; 90-day forecast keeps a minimum balance of 26245900. Amount safe to pay today before any spending changes: 50939000. A supplied installment option stays within the safe balance throughout its schedule.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Requested 185800 on 2026-07-07; 90-day forecast keeps a minimum balance of 124300. Amount safe to pay today before any spending changes: 185800. The full amount is safe to pay today.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,Requested 23674000 on 2024-09-04; 90-day forecast keeps a minimum balance of 25359500. Amount safe to pay today before any spending changes: 23674000. A supplied installment option stays within the safe balance throughout its schedule.
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Requested 21717000 on 2025-02-06; 90-day forecast keeps a minimum balance of 20114600. Amount safe to pay today before any spending changes: 21717000. The full amount is safe to pay today.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Requested 23997000 on 2026-04-03; 90-day forecast keeps a minimum balance of 17304500. Amount safe to pay today before any spending changes: 23997000. The full amount is safe to pay today.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Requested 123900 on 2024-12-05; 90-day forecast keeps a minimum balance of 147800. Amount safe to pay today before any spending changes: 123900. The full amount is safe to pay today.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,Requested 1442.1 on 2025-05-07; 90-day forecast keeps a minimum balance of 1400. Amount safe to pay today before any spending changes: 1442.1. A supplied installment option stays within the safe balance throughout its schedule.
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,Requested 588.74 on 2026-01-04; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 588.74. The full amount is safe to pay today.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Requested 10621000 on 2024-03-06; 90-day forecast keeps a minimum balance of 13994300. Amount safe to pay today before any spending changes: 10621000. The full amount is safe to pay today.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,Requested 1404.7 on 2025-08-03; 90-day forecast keeps a minimum balance of 900. Amount safe to pay today before any spending changes: 1404.7. A supplied installment option stays within the safe balance throughout its schedule.
request_207,11830,affordable_now,full_payment,2026-07-05:11830,2026-07-05,none,Requested 11830 on 2026-07-05; 90-day forecast keeps a minimum balance of 13600. Amount safe to pay today before any spending changes: 11830. The full amount is safe to pay today.
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Requested 4413000 on 2024-06-07; 90-day forecast keeps a minimum balance of 10470700. Amount safe to pay today before any spending changes: 4413000. The full amount is safe to pay today.
request_209,8625.1,not_affordable,not_recommended,none,,none,Requested 56914 on 2025-11-04; 90-day forecast keeps a minimum balance of 18400. Amount safe to pay today before any spending changes: 8625.1. No accepted payment method stays safe within the 90-day forecast.
request_210,1360.02,not_affordable,not_recommended,none,2026-04-06,none,Requested 1360.02 on 2026-04-06; 90-day forecast keeps a minimum balance of 2000. Amount safe to pay today before any spending changes: 1360.02. No accepted payment method stays safe within the 90-day forecast.
request_211,1227.89,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,Requested 1788.6 on 2024-09-03; 90-day forecast keeps a minimum balance of 1500. Amount safe to pay today before any spending changes: 1227.89. Full payment is not safe until 2024-09-15.
request_212,22344000,not_affordable,not_recommended,none,,none,Requested 71934000 on 2025-02-05; 90-day forecast keeps a minimum balance of 29579800. Amount safe to pay today before any spending changes: 22344000. No accepted payment method stays safe within the 90-day forecast.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,Requested 3362.4 on 2026-01-07; 90-day forecast keeps a minimum balance of 2100. Amount safe to pay today before any spending changes: 3362.4. A supplied installment option stays within the safe balance throughout its schedule.
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,Requested 69750 on 2024-12-04; 90-day forecast keeps a minimum balance of 174900. Amount safe to pay today before any spending changes: 69750. A supplied installment option stays within the safe balance throughout its schedule.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,Requested 29986 on 2025-05-06; 90-day forecast keeps a minimum balance of 15700. Amount safe to pay today before any spending changes: 29986. A supplied installment option stays within the safe balance throughout its schedule.
request_216,1166.8,not_affordable,not_recommended,none,,none,Requested 3332.4 on 2026-07-03; 90-day forecast keeps a minimum balance of 1800. Amount safe to pay today before any spending changes: 1166.8. No accepted payment method stays safe within the 90-day forecast.
request_217,31601.97,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,Requested 37180 on 2024-03-05; 90-day forecast keeps a minimum balance of 26800. Amount safe to pay today before any spending changes: 31601.97. A supplied installment option stays within the safe balance throughout its schedule.
request_218,37942414.8,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,Requested 61142000 on 2025-08-07; 90-day forecast keeps a minimum balance of 34477200. Amount safe to pay today before any spending changes: 37942414.8. A supplied installment option stays within the safe balance throughout its schedule.
request_219,1673.1,not_affordable,not_recommended,none,2026-04-04,none,Requested 1673.1 on 2026-04-04; 90-day forecast keeps a minimum balance of 1100. Amount safe to pay today before any spending changes: 1673.1. No accepted payment method stays safe within the 90-day forecast.
request_220,307.32,not_affordable,not_recommended,none,,none,Requested 3118.5 on 2024-06-06; 90-day forecast keeps a minimum balance of 1100. Amount safe to pay today before any spending changes: 307.32. No accepted payment method stays safe within the 90-day forecast.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Requested 109800 on 2025-11-03; 90-day forecast keeps a minimum balance of 81500. Amount safe to pay today before any spending changes: 109800. The full amount is safe to pay today.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Requested 34078 on 2026-01-05; 90-day forecast keeps a minimum balance of 27300. Amount safe to pay today before any spending changes: 34078. The full amount is safe to pay today.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Requested 898.7 on 2024-09-07; 90-day forecast keeps a minimum balance of 800. Amount safe to pay today before any spending changes: 898.7. The full amount is safe to pay today.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,Requested 10327000 on 2025-02-04; 90-day forecast keeps a minimum balance of 22187600. Amount safe to pay today before any spending changes: 10327000. A supplied installment option stays within the safe balance throughout its schedule.
request_225,18120459.6,not_affordable,not_recommended,none,,none,Requested 22059000 on 2026-07-06; 90-day forecast keeps a minimum balance of 17670700. Amount safe to pay today before any spending changes: 18120459.6. No accepted payment method stays safe within the 90-day forecast.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Requested 157000 on 2024-12-03; 90-day forecast keeps a minimum balance of 209400. Amount safe to pay today before any spending changes: 157000. The full amount is safe to pay today.
request_227,42755,not_affordable,not_recommended,none,,none,Requested 259700 on 2025-05-05; 90-day forecast keeps a minimum balance of 62900. Amount safe to pay today before any spending changes: 42755. No accepted payment method stays safe within the 90-day forecast.
request_228,10557350,not_affordable,not_recommended,none,,none,Requested 63327000 on 2026-04-07; 90-day forecast keeps a minimum balance of 26191200. Amount safe to pay today before any spending changes: 10557350. No accepted payment method stays safe within the 90-day forecast.
request_229,727.52,not_affordable,not_recommended,none,,none,Requested 1526.8 on 2024-03-04; 90-day forecast keeps a minimum balance of 1000. Amount safe to pay today before any spending changes: 727.52. No accepted payment method stays safe within the 90-day forecast.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Requested 3537.6 on 2025-08-06; 90-day forecast keeps a minimum balance of 2000. Amount safe to pay today before any spending changes: 3537.6. The full amount is safe to pay today.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,Requested 35706 on 2026-01-03; 90-day forecast keeps a minimum balance of 24300. Amount safe to pay today before any spending changes: 35706. A supplied installment option stays within the safe balance throughout its schedule.
request_232,1869.4,not_affordable,not_recommended,none,,none,Requested 1970.1 on 2024-06-05; 90-day forecast keeps a minimum balance of 2400. Amount safe to pay today before any spending changes: 1869.4. No accepted payment method stays safe within the 90-day forecast.
request_233,6241000,affordable_with_plan,installments,2025-11-14:3245320|2025-12-15:3245320,2025-11-07,none,Requested 6241000 on 2025-11-07; 90-day forecast keeps a minimum balance of 10365700. Amount safe to pay today before any spending changes: 6241000. A supplied installment option stays within the safe balance throughout its schedule.
request_234,528.6,not_affordable,not_recommended,none,,none,Requested 1213.3 on 2026-07-04; 90-day forecast keeps a minimum balance of 700. Amount safe to pay today before any spending changes: 528.60. No accepted payment method stays safe within the 90-day forecast.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Requested 967.2 on 2024-09-06; 90-day forecast keeps a minimum balance of 700. Amount safe to pay today before any spending changes: 967.2. The full amount is safe to pay today.
request_236,14404850,not_affordable,not_recommended,none,,none,Requested 52383000 on 2025-02-03; 90-day forecast keeps a minimum balance of 16768600. Amount safe to pay today before any spending changes: 14404850. No accepted payment method stays safe within the 90-day forecast.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Requested 23826000 on 2026-04-05; 90-day forecast keeps a minimum balance of 22431500. Amount safe to pay today before any spending changes: 23826000. The full amount is safe to pay today.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,Requested 663.6 on 2024-12-07; 90-day forecast keeps a minimum balance of 700. Amount safe to pay today before any spending changes: 663.6. A supplied installment option stays within the safe balance throughout its schedule.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Requested 642 on 2025-05-04; 90-day forecast keeps a minimum balance of 600. Amount safe to pay today before any spending changes: 642. The full amount is safe to pay today.
request_240,37400,not_affordable,not_recommended,none,,none,Requested 101200 on 2026-01-06; 90-day forecast keeps a minimum balance of 52800. Amount safe to pay today before any spending changes: 37400. No accepted payment method stays safe within the 90-day forecast.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,Requested 21052000 on 2024-03-03; 90-day forecast keeps a minimum balance of 19252000. Amount safe to pay today before any spending changes: 21052000. A supplied installment option stays within the safe balance throughout its schedule.
request_242,369.4,not_affordable,not_recommended,none,,none,Requested 1966.8 on 2025-08-05; 90-day forecast keeps a minimum balance of 600. Amount safe to pay today before any spending changes: 369.4. No accepted payment method stays safe within the 90-day forecast.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Requested 17468 on 2026-07-07; 90-day forecast keeps a minimum balance of 19900. Amount safe to pay today before any spending changes: 17468. The full amount is safe to pay today.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Requested 49918 on 2024-06-04; 90-day forecast keeps a minimum balance of 45900. Amount safe to pay today before any spending changes: 49918. The full amount is safe to pay today.
request_245,65760,not_affordable,not_recommended,none,,none,Requested 128500 on 2025-11-06; 90-day forecast keeps a minimum balance of 94600. Amount safe to pay today before any spending changes: 65760. No accepted payment method stays safe within the 90-day forecast.
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,Requested 64086 on 2026-04-03; 90-day forecast keeps a minimum balance of 39300. Amount safe to pay today before any spending changes: 64086. A supplied installment option stays within the safe balance throughout its schedule.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Requested 1059.3 on 2024-09-05; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 1059.3. The full amount is safe to pay today.
request_248,1507.36,not_affordable,not_recommended,none,,none,Requested 1965.6 on 2025-02-07; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 1507.36. No accepted payment method stays safe within the 90-day forecast.
request_249,342.4,not_affordable,not_recommended,none,,none,Requested 643.2 on 2026-01-04; 90-day forecast keeps a minimum balance of 600. Amount safe to pay today before any spending changes: 342.4. No accepted payment method stays safe within the 90-day forecast.
request_250,28820,not_affordable,not_recommended,none,,none,Requested 124278 on 2024-12-06; 90-day forecast keeps a minimum balance of 35300. Amount safe to pay today before any spending changes: 28820. No accepted payment method stays safe within the 90-day forecast.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,Requested 1513.6 on 2025-05-03; 90-day forecast keeps a minimum balance of 1300. Amount safe to pay today before any spending changes: 1513.6. No accepted payment method stays safe within the 90-day forecast.
request_252,9110500,not_affordable,not_recommended,none,,none,Requested 28082000 on 2026-07-05; 90-day forecast keeps a minimum balance of 15152200. Amount safe to pay today before any spending changes: 9110500. No accepted payment method stays safe within the 90-day forecast.
request_253,2143.57,not_affordable,not_recommended,none,,none,Requested 2840.2 on 2024-03-07; 90-day forecast keeps a minimum balance of 2300. Amount safe to pay today before any spending changes: 2143.57. No accepted payment method stays safe within the 90-day forecast.
request_254,1759.6,not_affordable,not_recommended,none,,none,Requested 3535.2 on 2025-08-04; 90-day forecast keeps a minimum balance of 2500. Amount safe to pay today before any spending changes: 1759.6. No accepted payment method stays safe within the 90-day forecast.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Requested 3345000 on 2026-04-06; 90-day forecast keeps a minimum balance of 9813900. Amount safe to pay today before any spending changes: 3345000. The full amount is safe to pay today.
request_256,218700,not_affordable,not_recommended,none,2024-06-03,none,Requested 218700 on 2024-06-03; 90-day forecast keeps a minimum balance of 168600. Amount safe to pay today before any spending changes: 218700. No accepted payment method stays safe within the 90-day forecast.
request_257,1085.2,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,Requested 1352.4 on 2025-11-05; 90-day forecast keeps a minimum balance of 1600. Amount safe to pay today before any spending changes: 1085.2. Full payment is not safe until 2025-11-15.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Requested 1113.6 on 2026-01-07; 90-day forecast keeps a minimum balance of 500. Amount safe to pay today before any spending changes: 1113.6. The full amount is safe to pay today.
request_259,627.3,not_affordable,not_recommended,none,,none,Requested 935 on 2024-09-04; 90-day forecast keeps a minimum balance of 600. Amount safe to pay today before any spending changes: 627.3. No accepted payment method stays safe within the 90-day forecast.
request_260,13522300,not_affordable,not_recommended,none,,none,Requested 52079000 on 2025-02-06; 90-day forecast keeps a minimum balance of 20727700. Amount safe to pay today before any spending changes: 13522300. No accepted payment method stays safe within the 90-day forecast.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Requested 1830.4 on 2026-07-03; 90-day forecast keeps a minimum balance of 1500. Amount safe to pay today before any spending changes: 1830.4. The full amount is safe to pay today.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Requested 9236000 on 2024-12-05; 90-day forecast keeps a minimum balance of 31018500. Amount safe to pay today before any spending changes: 9236000. The full amount is safe to pay today.
request_263,13750,not_affordable,not_recommended,none,,none,Requested 51546 on 2025-05-07; 90-day forecast keeps a minimum balance of 24100. Amount safe to pay today before any spending changes: 13750. No accepted payment method stays safe within the 90-day forecast.
request_264,39795,not_affordable,not_recommended,none,,none,Requested 111300 on 2026-04-04; 90-day forecast keeps a minimum balance of 59500. Amount safe to pay today before any spending changes: 39795. No accepted payment method stays safe within the 90-day forecast.
